Index,SPY,TLT,GLD,VXX,DBC
2015-03-17,184.276767434,112.29505634,110.21,436.8,16.3305418558
2015-03-18,186.492058445,114.462612079,112.37,418.08,16.7774216448
2015-03-19,185.641386697,113.879374189,112.29,418.08,16.4956930822
2015-03-20,187.272558635,114.480022165,113.57,411.664,16.7191329767
2015-03-23,186.907643712,114.340741475,114.29,403.84,16.9134285372
2015-03-24,185.857400761,115.446281952,114.57,402.4,16.7774216448
2015-03-25,183.133889381,114.471317122,114.73,420.32,16.825995535
2015-03-26,182.697771546,112.686783281,115.48,416.8,17.0300058734
2015-03-27,183.116088653,114.088295224,115.06,411.84,16.6899886426
2015-03-30,185.350080014,113.522467421,113.75,399.36,16.7774216448
2015-03-31,183.730213769,113.766208629,113.66,410.08,16.5831260844
2015-04-01,183.080487198,115.257449545,115.6,408.32,16.8842842031
2015-04-02,183.739114133,114.036224771,115.28,400.912,16.7968512009
2015-04-06,184.976264727,113.399443282,116.69,392.48,17.0105763174
2015-04-07,184.486744707,114.350253999,116.11,391.2,17.0980093196
2015-04-08,185.109770186,114.385146135,115.47,383.52,16.7677068668
2015-04-09,185.928603673,112.902230339,114.67,370.24,16.7677068668
2015-04-10,186.943245168,113.067967986,115.966,354.08,16.9425728712
2015-04-13,186.097710589,113.2249826,115.14,362.56,16.864854647
2015-04-14,186.453725148,114.027501737,114.44,359.52,16.9425728712
2015-04-15,187.290359363,113.931548362,115.43,351.68,17.282590102
2015-04-16,187.236957179,113.364551146,115.03,344.32,17.4671708844
2015-04-17,185.083069094,114.664283227,115.6,356.64,17.4283117723
2015-04-20,186.774138252,113.652411271,114.72,344.64,17.3505935482
2015-04-21,186.551629152,113.137752259,115.38,344.48,17.2243014339
2015-04-22,187.468366643,111.410591508,113.83,340.8,17.282590102
2015-04-23,187.940085934,111.890358383,114.66,337.6,17.4963152185
2015-04-24,188.376203769,112.588201111,113.05,334.24,17.4866004405
2015-04-27,187.592971739,112.588201111,115.33,343.2,17.4866004405
2015-04-28,188.189296126,111.035501041,116.33,332.32,17.5157447745
2015-04-29,187.414964459,109.674707722,115.51,339.84,17.6323221108
2015-04-30,185.536987658,109.866614472,113.47,349.44,17.7683290031
2015-05-01,187.548469919,108.390763461,113.08,332.96,17.7488994471
2015-05-04,188.082491758,107.36804416,114.1,333.12,17.7391846691
2015-05-05,185.928603673,107.21944392,114.42,343.52,17.8849063394
2015-05-06,185.16317237,105.383793894,114.36,349.76,17.8849063394
2015-05-07,185.901902581,106.799866771,113.42,347.2,17.6031777768
2015-05-08,188.349502677,107.088326061,113.97,329.76,17.700325557
2015-05-11,187.450565915,104.483451262,113.53,337.92,17.6226073328
2015-05-12,186.889842984,104.754428171,114.5,336.8,17.8071881152
2015-05-13,186.92544444,103.915273873,116.55,330.72,17.8266176713
2015-05-14,188.874624153,104.194991972,117.18,324.16,17.9334802295
2015-05-15,189.079332524,106.284136526,117.53,320.96,17.9237654515
2015-05-18,189.666756547,104.500933643,117.52,310.72,17.8751915614
2015-05-19,189.604453999,103.574367439,115.89,306.24,17.4963152185
2015-05-20,189.47094854,103.749191251,116.08,306.88,17.4574561064
2015-05-21,190.022771107,105.200228891,115.69,298.4,17.6711812229
2015-05-22,189.568852544,105.243934844,115.6,298.88,17.4768856625
2015-05-26,187.530669191,107.044620108,113.91,310.2272,17.1368684317
2015-05-27,189.310741988,107.289373445,113.89,299.04,16.9037137591
2015-05-28,189.097133252,107.027137727,114.02,302.08,16.9911467613
2015-05-29,187.922285206,107.263149873,114.1,304.32,17.2048718778
2015-06-01,188.305000857,106.113120376,114,301.44,17.1660127657
2015-06-02,188.118093214,104.632635167,114.46,305.92,17.3700231042
2015-06-03,188.616513597,102.950663804,113.64,300.64,17.1465832097
2015-06-04,187.023348443,104.290984734,112.84,310.56,16.9911467613
2015-06-05,186.70293534,103.020745945,112.24,305.6,17.0688649855
2015-06-08,185.501386202,102.906862467,112.57,311.52,17.0785797635
2015-06-09,185.528087294,102.092157588,112.82,308,17.3505935482
2015-06-10,187.762078654,101.198610302,113.78,295.36,17.4185969943
2015-06-11,188.376203769,103.327355307,113.26,288.32,17.263160546
2015-06-12,186.845341164,103.344875843,113.23,292,17.0882945416
2015-06-15,186.106610953,103.49380039,113.73,304.32,17.0105763174
2015-06-16,187.130152811,104.299745001,113.32,299.36,17.0591502075
2015-06-17,187.432765187,103.502560658,113.85,298.08,17.1077240976
2015-06-18,189.319642352,103.020745945,115.32,289.6,17.1077240976
2015-06-19,188.545372988,104.317265536,115.12,291.68,16.9522876492
2015-06-22,189.511309152,102.188520531,113.64,279.52,17.0105763174
2015-06-23,189.654410806,101.575301805,112.89,272.16,17.2145866559
2015-06-24,188.277057386,102.451328556,112.59,276.96,17.0980093196
2015-06-25,187.668875357,102.092157588,112.44,279.36,17.1174388756
2015-06-26,187.731482331,100.944562544,112.56,277.6,17.1951570998
2015-06-29,183.769355286,103.555122263,113.07,324.96,17.1174388756
2015-06-30,184.144997127,102.959424072,112.37,321.6,17.4866004405
2015-07-01,185.647564494,101.512374175,111.98,300.32,17.272875324
2015-07-02,185.42396816,101.907466446,111.76,319.52,17.2437309899
2015-07-06,184.842617691,103.733670722,112.06,327.68,16.6802738646
2015-07-07,186.041094043,104.708231657,110.76,310.4,16.5831260844
2015-07-08,182.928633068,105.612553966,111.09,341.6,16.5054078602
2015-07-09,183.17011711,103.531734672,111.36,344.16,16.6997034207
2015-07-10,185.567069814,101.88990679,111.49,317.76,16.7774216448
2015-07-13,187.606268383,101.573832973,110.99,286.72,16.7871364229
2015-07-14,188.464878307,101.907466446,110.74,284.16,16.7288477547
2015-07-15,188.384383627,102.978605492,110.16,283.2,16.5345521943
2015-07-16,189.85117558,103.698551409,109.76,264.48,16.4568339701
2015-07-17,190.030052648,104.234120932,108.65,262.4,16.3694009679
2015-07-20,190.164210448,103.795129519,105.7,261.28,16.1071019613
2015-07-21,189.395039058,104.357038527,105.37,259.2,16.1751054074
2015-07-22,188.97467795,105.006745817,104.8,257.92,15.9419507349
2015-07-23,187.946134812,106.314940226,104.33,260.64,15.8059438426
2015-07-24,185.978487069,106.578335073,105.35,269.44,15.6796517283
2015-07-27,184.905224664,107.149023909,104.86,283.52,15.3784936096
2015-07-28,187.203794981,106.367619195,105.02,263.84,15.5047857239
2015-07-29,188.509597574,106.007646237,105.17,258.56,15.553359614
2015-07-30,188.554316841,106.789050951,104.27,256.8,15.4950709459
2015-07-31,188.223394266,107.579235493,104.93,256.32,15.2813458294
2015-08-03,187.579436823,108.709573409,104.1,252.48,15.0287616008
2015-08-04,187.212738835,107.847287841,104.31,253.28,15.116194603
2015-08-05,187.910359398,107.037795267,103.93,251.84,15.0579059349
2015-08-06,186.345185058,107.988069158,104.39,260.16,15.0481911568
2015-08-07,185.960599362,109.404681163,104.65,258.08,14.9899024887
2015-08-10,188.384383627,108.049660984,105.72,249.12,15.3104901634
2015-08-11,186.622444512,109.765433288,106.26,259.52,15.106479825
2015-08-12,186.8549847,109.16711269,107.75,259.84,15.0579059349
2015-08-13,186.658219926,108.815159397,106.86,256.64,14.9899024887
2015-08-14,187.248514248,109.070325534,106.85,255.84,14.8927547085
2015-08-17,188.321776653,109.563060145,107.13,252.9728,14.8344660403
2015-08-18,187.758313891,108.700774577,107.11,255.52,14.7567478162
2015-08-19,186.282578084,109.739036791,108.55,260.16,14.5915965898
2015-08-20,182.463552693,110.882884994,110.44,281.92,14.6304557019
2015-08-21,176.75737424,111.20844179,111.13,331.52,14.3875862513
2015-08-24,169.486021447,111.164447628,110.53,390.24,14.0281394645
2015-08-25,167.455766731,109.395882331,109.16,425.28,14.0864281326
2015-08-26,174.118937495,107.257766075,107.67,385.92,13.9989951304
2015-08-27,178.125783806,107.345754398,107.73,395.36,14.5041635876
2015-08-28,178.197334633,107.662512362,108.7,413.44,14.8830399305
2015-08-31,176.67687956,106.835422123,108.82,429.6,15.2424867173
2015-09-01,171.516276163,107.603269824,109.2,492.16,14.7373182601
2015-09-02,174.771838791,106.67740378,108.62,439.52,14.8636103744
2015-09-03,174.986491272,107.144745688,107.84,437.12,14.9607581546
2015-09-04,172.249672139,108.176424994,107.49,469.12,14.7761773722
2015-09-08,176.605328733,106.58040829,107.52,427.84,14.8830399305
2015-09-09,174.190488322,107.091839057,106.13,437.6,14.68874437
2015-09-10,175.165368339,106.368781766,106.38,426.88,14.8150364843
2015-09-11,175.96137129,107.038932426,106.16,416.64,14.7956069283
2015-09-14,175.281638433,107.206470091,106.22,416.8,14.6110261458
2015-09-15,177.490770217,105.151929251,105.9,376,14.6596000359
2015-09-16,179.002281437,104.755129518,107.31,353.44,14.9024694865
2015-09-17,178.608751889,106.033706436,108.41,351.52,14.8053217063
2015-09-18,175.651404163,107.664994227,109.21,394.88,14.5818818118
2015-09-21,176.622450009,105.91025763,108.53,368.8,14.7470330381
2015-09-22,174.338694038,107.382825528,107.79,389.6,14.6596000359
2015-09-23,174.068959081,107.374007756,108.22,380.8,14.5430226997
2015-09-24,173.46655101,108.105882819,110.49,391.04,14.6304557019
2015-09-25,173.412604018,107.171199004,109.81,401.44,14.7178887041
2015-09-28,168.952986058,109.005295547,108.42,429.44,14.5138783656
2015-09-29,169.105835867,109.313917562,107.98,430.24,14.6110261458
2015-09-30,172.261734867,108.934753373,106.86,410.08,14.7178887041
2015-10-01,172.74725779,109.398800961,106.73,405.44,14.6207409238
2015-10-02,175.327722215,110.061502687,108.99,384.48,14.7178887041
2015-10-05,178.447656554,108.568214797,108.77,362.24,14.9121842645
2015-10-06,177.836257317,109.036524017,109.86,366.4,15.2036276052
2015-10-07,179.292826086,108.674247073,109.7,357.44,15.1744832711
2015-10-08,180.91123583,107.764136703,109.14,340.48,15.2424867173
2015-10-09,181.019129813,108.046889439,110.87,340.32,15.3104901634
2015-10-12,181.189961952,108.86863958,111.31,320,15.0676207129
2015-10-13,180.048083967,109.054196063,111.86,336,14.9704729327
2015-10-14,179.184932103,110.008486549,113.81,342.88,15.0093320447
2015-10-15,181.936228667,109.469489145,113.29,318.4,14.9704729327
2015-10-16,182.76341587,109.504833237,112.49,315.04,14.9801877107
2015-10-19,182.853327522,109.204408454,112.02,293.12,14.708173926
2015-10-20,182.619557226,108.532870705,112.73,303.2,14.7373182601
2015-10-21,181.486670405,109.610865513,111.73,324.64,14.6110261458
2015-10-22,184.507701926,109.796421996,111.69,295.04,14.6596000359
2015-10-23,186.584661097,108.859803557,111.5,298.08,14.5721670337
2015-10-26,186.10812934,109.584357444,111.43,308.64,14.5333079216
2015-10-27,185.730500399,109.858274158,111.68,302.08,14.4653044755
2015-10-28,187.861406562,109.416473007,110.78,293.44,14.708173926
2015-10-29,187.816450735,107.684612496,109.72,297.28,14.6207409238
2015-10-30,186.953298872,108.48869059,109.3,301.28,14.7664625942
2015-11-02,189.165125522,107.990866403,108.59,286.08,14.68874437
2015-11-03,189.713586601,107.105332443,106.98,291.84,14.9510433766
2015-11-04,189.156134356,107.229307197,105.97,301.12,14.698459148
2015-11-05,188.949337556,106.94593633,105.64,295.04,14.5818818118
2015-11-06,188.850434738,105.378541221,104.1,288.64,14.4944488096
2015-11-09,187.088166351,104.785233468,104.4,304.48,14.3681566953
2015-11-10,187.519742282,105.095170354,104.18,295.84,14.3390123612
2015-11-11,186.782466733,104.873786864,103.83,302.4,14.1932906909
2015-11-12,184.175028813,105.378541221,103.85,328.96,13.9892803524
2015-11-13,182.107060807,105.980704314,103.56,351.36,13.8824177941
2015-11-16,184.876339701,105.883295578,103.71,316,13.9504212403
2015-11-17,184.741472223,106.06040237,102.34,333.28,13.7366961238
2015-11-18,187.672592092,106.28178586,102.43,311.2,13.7949847919
2015-11-19,187.510751117,106.990213028,103.56,321.76,13.7949847919
2015-11-20,188.194079676,106.662565463,103.09,310.88,13.7755552359
2015-11-23,187.97829171,106.990213028,102.26,302.4,13.8824177941
2015-11-24,188.230044337,106.981357688,102.94,304.48,14.1058576887
2015-11-25,188.203070841,107.229307197,102.46,299.84,14.0864281326
2015-11-27,188.418858807,107.123043122,101.25,302.56,13.8727030161
2015-11-30,187.636627431,107.548099423,101.92,300.8,13.7852700139
2015-12-01,189.425869314,108.997290802,102.28,287.68,13.9407064623
2015-12-02,187.492768787,109.032786134,100.69,298.88,13.6492631216
2015-12-03,184.867348536,106.06892591,101.76,320.32,13.80469957
2015-12-04,188.472805798,107.000678376,104.02,291.496,13.7852700139
2015-12-07,187.330927812,108.038916837,102.67,298.4,13.386964115
2015-12-08,186.072164679,108.092159835,102.84,307.68,13.3189606688
2015-12-09,184.624587075,107.976800006,102.64,319.84,13.3286754469
2015-12-10,185.101118832,108.118781335,102.55,324.48,13.2801015567
2015-12-11,181.513643901,109.822557271,103.11,373.12,13.1440946644
2015-12-14,182.430742756,108.402743991,101.79,346.72,13.0566616622
2015-12-15,184.345860952,107.763828014,101.52,332.16,13.0275173282
2015-12-16,187.043210525,107.533108356,102.75,309.44,12.96922866
2015-12-17,184.193011143,108.748823478,100.5,322.5472,12.8332217677
2015-12-18,180.930611791,109.352244122,102.04,348.32,12.8915104358
2015-12-21,182.423140085,109.325622623,103.15,332.16,12.8332217677
2015-12-22,184.078489648,108.535851486,102.61,315.84,12.7749330996
2015-12-23,186.357987407,107.719458849,102.31,308.336,13.0080877721
2015-12-24,186.050436122,108.335331256,103.05,313.92,13.0080877721
2015-12-28,185.625291699,108.655455357,102.27,310.24,12.8235069897
2015-12-29,187.606283799,106.85031112,102.2,305.12,13.0372321062
2015-12-30,186.276576773,106.743603086,101.42,313.92,12.9109399919
2015-12-31,184.413177811,107.223789238,101.46,321.6,12.978943438
2016-01-04,181.835178012,107.997422483,102.89,341.424,12.8817956578
2016-01-05,182.142726583,107.561698011,103.18,330.72,12.7555035435
2016-01-06,179.845143,109.011148803,104.67,340.64,12.5514932051
2016-01-07,175.530375766,109.206780198,106.15,377.6,12.4932045369
2016-01-08,173.6036529,109.695858686,105.68,397.28,12.4349158688
2016-01-11,173.775522508,108.495393307,104.74,384.32,12.094898638
2016-01-12,175.177597256,110.060444468,104.21,366.56,12.0171804138
2016-01-13,170.808558076,111.145309478,104.72,403.2,11.9491769677
2016-01-14,173.612694003,110.104906149,103.02,388.64,11.9783213017
2016-01-15,169.885900603,111.821127025,104.08,427.2,11.7208796841
2016-01-19,170.112041254,111.474325915,103.98,427.36,11.6285892929
2016-01-20,167.932041763,112.648114286,105.37,438.576,11.5411562907
2016-01-21,168.872794106,111.883373378,105.49,436.64,11.6965927391
2016-01-22,172.337270684,111.456541243,105,400,12.0463247479
2016-01-25,169.732125865,112.061220101,106.08,419.84,11.7840257413
2016-01-26,172.047804319,112.114574118,107.29,399.84,12.0171804138
2016-01-27,170.175366968,112.087897109,107.69,416.3072,12.1629020842
2016-01-28,171.0618347,112.24795916,106.54,402.4,12.2989089765
2016-01-29,175.231868298,113.199439127,106.9492,385.92,12.4154863127
2016-02-01,175.168542584,112.853557485,108.05,381.44,12.1823316402
2016-02-02,172.011628147,114.947232863,108.09,406.4,11.9686065237
2016-02-03,173.042828609,113.993942372,109.25,401.92,12.2697646424
2016-02-04,173.314200104,114.546316301,110.57,405.76,12.2503350864
2016-02-05,170.012538463,114.679955155,112.32,421.76,12.1726168622
2016-02-08,167.723995982,117.147819324,113.83,441.92,12.114328194
2016-02-09,167.733037086,117.272548921,113.58,446.08,11.8034552973
2016-02-10,167.588317019,118.306022724,114.46,449.12,11.8228848534
2016-02-11,165.408318433,119.134583618,119.0592,476.48,11.9686065237
2016-02-12,168.818523064,117.156728581,118.36,456.96,12.1434725281
2016-02-16,171.667889835,115.918341868,114.77,436,12.0074656358
2016-02-17,174.47203933,115.205601314,115.48,418.88,12.2600498644
2016-02-18,173.757426733,116.622173165,118.29,417.28,12.1920464182
2016-02-19,173.676019717,116.720174991,117.58,406.72,12.08518386
2016-02-22,176.190702848,116.657810193,115.49,383.52,12.2697646424
2016-02-23,173.965486082,117.13000081,117.22,402.88,12.104613416
2016-02-24,174.761492127,116.89836013,117.61,400.32,12.2600498644
2016-02-25,176.878164999,117.317095205,117.92,386.56,12.2503350864
2016-02-26,176.471114541,116.185619576,117.11,392,12.2309055303
2016-02-29,175.087135568,116.693447221,118.64,398.08,12.3863419787
2016-03-01,179.202898124,114.642891756,117.77,363.52,12.3960567567
2016-03-02,180.007957936,115.115995646,118.68,357.12,12.4640602029
2016-03-03,180.713515862,115.535540605,120.73,345.44,12.532063649
2016-03-04,181.301476126,114.79464206,120.54,349.7472,12.7749330996
2016-03-07,181.446208856,114.758936106,121.14,350.24,13.0080877721
2016-03-08,179.465214947,116.026497472,120.58,363.68,12.8332217677
2016-03-09,180.351696248,115.321304881,119.58,358.8,13.0275173282
2016-03-10,180.49641541,114.848200991,121.5,352.32,13.0080877721
2016-03-11,183.409108799,113.687757486,119.41,334.4,13.0566616622
2016-03-14,183.173927046,114.044817026,117.87,329.28,12.940084326
2016-03-15,182.875419578,114.151934888,117.96,333.92,12.8332217677
2016-03-16,183.933756014,114.491141451,120.59,321.44,13.0566616622
2016-03-17,185.100649912,114.964245341,120.13,311.84,13.2023833326
2016-03-18,185.823941787,115.205260531,119.8,309.6,13.1926685545
2016-03-21,186.087605752,114.32153817,118.96,300.8,13.2315276666
2016-03-22,185.987592868,114.294758704,119.31,296.8,13.3286754469
2016-03-23,184.76017021,115.589099536,116.61,310.56,13.0469468842
2016-03-24,184.678330577,115.633731979,116.33,308.8,12.96922866
2016-03-28,184.787444633,115.785482283,116.6,304.8,13.0080877721
2016-03-29,186.496746638,116.999484718,118.76,287.2,12.978943438
2016-03-30,187.315042048,115.767629306,117.1,280.16,12.9303695479
2016-03-31,186.860438033,116.588866248,117.64,281.92,12.9109399919
2016-04-01,188.13332382,116.892698029,116.93,273.92,12.6875000974
2016-04-04,187.524156258,116.964257685,116.15,281.12,12.512634093
2016-04-05,185.651189534,118.243386536,117.66,297.28,12.4834897589
2016-04-06,187.678719805,117.384670664,116.94,278.08,12.6194966512
2016-04-07,185.432975061,118.833753697,118.61,303.36,12.5806375391
2016-04-08,185.933042205,118.08237731,118.43,295.3728,12.8817956578
2016-04-11,185.496625987,117.930313041,120.03,300.16,12.978943438
2016-04-12,187.22411579,117.116321954,120.05,289.92,13.2606720007
2016-04-13,189.115270311,117.527789976,118.77,275.36,13.3286754469
2016-04-14,189.124357846,116.964257685,117.11,274.4,13.2218128886
2016-04-15,188.915243635,117.966092869,117.92,270.88,13.1732389985
2016-04-18,190.242692815,117.45623032,117.74,253.92,13.2315276666
2016-04-19,190.842760114,117.089487083,119.58,256.48,13.5132562293
2016-04-20,191.02461263,115.801413276,118.97,257.76,13.7755552359
2016-04-21,189.99720301,115.112651587,119.42,262.56,13.7172665678
2016-04-22,189.99720301,114.817468006,117.89,255.9872,13.6589778996
2016-04-25,189.669888119,114.343385285,118.23,259.04,13.6492631216
2016-04-26,189.951739881,113.824577779,118.7,253.7648,13.824129126
2016-04-27,190.342706607,114.960587318,119.04,246.08,13.9504212403
2016-04-28,188.615203167,115.434670039,121.29,260.48,14.0281394645
2016-04-29,187.596894719,115.72985362,123.65,269.28,14.1641463568
2016-05-02,189.08799498,114.567174692,123.24,252.8,13.9698507963
2016-05-03,187.442331172,116.010244253,122.96,264.32,13.7561256798
2016-05-04,186.396733755,116.646628966,122.21,267.68,13.7658404579
2016-05-05,186.360370889,117.426424318,122.07,267.36,13.6298335656
2016-05-06,187.042276911,116.92448708,123.18,255.52,13.7172665678
2016-05-09,187.196840458,117.291976844,120.65,249.76,13.4161084491
2016-05-10,189.524411197,117.300940009,120.98,237.44,13.7464109018
2016-05-11,187.751458266,117.964214217,122.12,245.6,14.0669985766
2016-05-12,187.806008929,117.426424318,121.16,242.4,14.0864281326
2016-05-13,186.169431747,118.56474627,121.71,250.7328,14.0669985766
2016-05-16,188.006035605,117.542945463,121.8,239.68,14.2224350249
2016-05-17,186.251270471,117.740135093,122.22,250.2272,14.3292975832
2016-05-18,186.305821134,116.064023242,120.1,249.2928,14.2224350249
2016-05-19,185.660277068,116.565960481,119.87,250.56,14.1835759128
2016-05-20,186.833162701,116.655592131,119.71,241.6,14.241864581
2016-05-23,186.578586271,116.915523915,119.37,240.48,14.1641463568
2016-05-24,188.997068721,116.395660347,117.3,230.08,14.1641463568
2016-05-25,190.279055681,115.956465263,116.98,225.76,14.3292975832
2016-05-26,190.333605435,116.556997316,116.58,223.36,14.3195828051
2016-05-27,191.151900845,116.386697182,115.62,217.36,14.3778714733
2016-05-31,190.78820945,116.664555296,116.06,217.12,14.2904384711
2016-06-01,191.179176177,117.137158784,115.94,215.44,14.4361601414
2016-06-02,191.761069316,117.981422925,115.67,209.44,14.4653044755
2016-06-03,191.188263711,119.660969674,118.88,208.32,14.5624522557
2016-06-06,192.161122668,118.771797866,118.92,205.76,14.7373182601
2016-06-07,192.461149498,119.059206935,118.82,206.2272,14.8830399305
2016-06-08,193.088504858,119.696895807,120.58,207.36,15.135624159
2016-06-09,192.824840893,120.469307681,121.25,211.2,15.106479825
2016-06-10,190.997337299,121.053107353,121.74,230.24,14.9218990425
2016-06-13,189.524411197,121.591999358,122.64,264.3072,14.9218990425
2016-06-14,189.151632268,121.502184023,122.77,258.56,14.8247512623
2016-06-15,188.887968304,121.969223761,123.68,256,14.7470330381
2016-06-16,189.451672736,122.562004966,122.38,249.28,14.4944488096
2016-06-17,188.75017419,121.798574626,123.95,249.28,14.8344660403
2016-06-20,189.965737352,120.496252281,123.21,231.36,14.9704729327
2016-06-21,190.504967672,119.939397209,120.84,232.9728,14.8538955964
2016-06-22,190.194226325,120.136990944,120.9,241.12,14.7664625942
2016-06-23,192.671039477,118.762816332,120.11,217.76,14.8830399305
2016-06-24,185.752399783,121.951260694,126.01,270.72,14.5818818118
2016-06-27,182.425601255,124.996000521,126.68,268.92,14.5527374777
2016-06-28,185.715834235,125.25646499,125.32,241.6,14.7858921502
2016-06-29,188.878128015,124.295440915,125.84,228.32,14.9996172667
2016-06-30,191.455476314,124.753499119,126.47,220.96,14.9121842645
2016-07-01,191.857618734,126.482605071,128.41,214.24,15.0967650469
2016-07-05,190.477550823,128.066224513,129.47,217.9328,14.669314814
2016-07-06,191.619995686,128.273174781,130.23,212.8128,14.7276034821
2016-07-07,191.501176851,128.264176943,129.74,208.8,14.3098680271
2016-07-08,194.35271466,129.208949905,130.52,195.36,14.4555896975
2016-07-11,195.038181578,128.07522235,129.29,195.2,14.3973010293
2016-07-12,196.45481595,125.96972832,127.15,190.88,14.669314814
2016-07-13,196.427398187,127.454371546,128.32,188,14.4847340315
2016-07-14,197.524142514,125.600816973,127.33,187.84,14.5430226997
2016-07-15,197.259101704,124.521076444,126.84,186.88,14.5041635876
2016-07-18,197.789197948,124.404104554,127.04,183.68,14.4361601414
2016-07-19,197.588125824,125.105935897,127.21,182.8928,14.3487271392
2016-07-20,198.410680642,124.422100229,125.39,178.4,14.251579359
2016-07-21,197.661244124,124.674039686,127.3,183.2,14.1738611348
2016-07-22,198.547782251,124.889987791,126.35,178.7328,14.1447168007
2016-07-25,198.008538222,124.800009414,125.47,177.76,13.9892803524
2016-07-26,198.099939295,124.997961844,126,176,13.9309916842
2016-07-27,197.889733096,126.554587773,128.03,172,13.7949847919
2016-07-28,198.118222069,126.320643992,127.66,168.96,13.7561256798
2016-07-29,198.438098405,127.373391007,128.98,162.88,13.8727030161
2016-08-01,198.273592742,125.995054534,129.22,160.32,13.6298335656
2016-08-02,197.003194968,124.696972839,130.27,166.24,13.6104040095
2016-08-03,197.57897804,124.769088488,129.65,162.24,13.833843904
2016-08-04,197.789197948,125.706591935,129.87,157.92,13.8921325722
2016-08-05,199.406889821,124.399495783,127.55,152.3328,13.9504212403
2016-08-08,199.288084695,124.633871645,127.44,148.8,14.0281394645
2016-08-09,199.406889821,125.85983769,127.96,146.28,13.9892803524
2016-08-10,198.913359124,126.346618326,128.56,149.88,13.824129126
2016-08-11,199.836450004,125.219811299,127.67,149.16,14.0378542425
2016-08-12,199.662810266,126.274502676,127.4,147.8,14.1447168007
2016-08-15,200.238592423,125.084594456,127.84,145.36,14.3778714733
2016-08-16,199.205832321,124.751059576,128.47,150.32,14.4944488096
2016-08-17,199.580543268,125.499259442,128.5,146.32,14.5527374777
2016-08-18,200.028387138,125.697577479,129.11,143.96,14.7373182601
2016-08-19,199.735913942,125.039522175,127.97,144.52,14.68874437
2016-08-22,199.726779867,126.094213552,127.78,145.08,14.5527374777
2016-08-23,200.128922286,126.229430395,127.76,144.7968,14.6110261458
2016-08-24,199.105296259,125.93195334,126.34,147.84,14.4361601414
2016-08-25,198.968194649,125.454187161,126.23,147.9632,14.4944488096
2016-08-26,198.593469078,124.724016207,126.05,148.44,14.4458749194
2016-08-29,199.571409193,126.391690607,126.3,145.48,14.3875862513
2016-08-30,199.242384159,125.904909972,125.03,144.36,14.251579359
2016-08-31,198.675736076,126.085199096,124.78,144.96,13.9795655744
2016-09-01,198.684870151,126.224177672,125.29,144.3632,13.824129126
2016-09-02,199.580543268,125.194660876,126.57,139.2,13.9795655744
2016-09-06,200.183757812,126.106776634,128.71,135.52,14.0767133546
2016-09-07,200.165475038,126.016468143,128.27,133.64,14.2030054689
2016-09-08,199.708497093,124.436069553,127.59,134.04,14.4555896975
2016-09-09,194.928511441,122.38606681,126.75,155.56,14.2321498029
2016-09-12,197.725213724,122.449282754,126.59,145.12,14.2321498029
2016-09-13,194.882810904,121.058531995,125.75,164.32,14.0475690205
2016-09-14,194.809692605,121.239148976,126.18,163.56,13.9407064623
2016-09-15,196.756423222,120.715359729,125.37,157.52,14.0087099084
2016-09-16,195.999726238,121.690691431,125.06,155.64,14.0281394645
2016-09-19,196.036478139,121.293334071,125.32,151.6,14.0184246865
2016-09-20,196.045658536,121.717783978,125.44,150.56,14.0669985766
2016-09-21,198.250284857,122.702146528,127.27,138.64,14.241864581
2016-09-22,199.49955556,123.67747823,127.57,134.24,14.3195828051
2016-09-23,198.406443465,123.560077191,127.65,135.2,14.1544315788
2016-09-26,196.798909468,124.345761062,127.55,142.48,14.251579359
2016-09-27,198.020637143,125.25787682,126.62,134.84,14.1155724667
2016-09-28,199.00352201,124.986951347,126.22,133.36,14.4458749194
2016-09-29,197.203078421,125.303031065,126.07,141.56,14.5333079216
2016-09-30,198.691204793,124.183205778,125.64,136.28,14.5818818118
2016-10-03,198.213533874,123.774168821,125.32,135.56,14.708173926
2016-10-04,197.203078421,122.326623539,120.97,135.08,14.669314814
2016-10-05,198.075750757,121.756652584,120.78,134,14.7567478162
2016-10-06,198.213533874,121.078115733,119.66,132.8,14.7858921502
2016-10-07,197.533771129,121.159540155,119.74,133.12,14.7470330381
2016-10-10,198.562602992,120.444814671,120.16,130.16,14.9121842645
2016-10-11,196.054839852,120.173399931,119.55,137.12,14.8247512623
2016-10-12,196.312058152,120.291012985,119.74,137.48,14.7178887041
2016-10-13,195.66903353,120.743370886,120.03,141.64,14.8150364843
2016-10-14,195.770078524,119.051552337,119.36,140.24,14.8247512623
2016-10-17,195.090330477,119.81151361,119.68,139.56,14.8441808184
2016-10-18,196.312058152,120.200541405,120.42,134,14.8733251524
2016-10-19,196.835647591,120.300060143,121.11,130.8,14.9704729327
2016-10-20,196.46821676,120.426720355,120.74,129.12,14.8344660403
2016-10-21,196.560067578,120.607663516,120.83,126.28,14.8927547085
2016-10-24,197.395988012,120.082928351,120.56,121.8,14.9024694865
2016-10-25,196.734601678,120.399578881,121.47,122.92,14.8344660403
2016-10-26,196.33961404,119.58533466,120.79,125.88,14.7373182601
2016-10-27,195.816010822,118.282543906,121.01,128.16,14.8247512623
2016-10-28,195.237293991,118.020176323,121.58,133.72,14.7276034821
2016-10-31,195.246489085,118.743948964,121.94,136.56,14.5333079216
